"idrefformula","idherbsmed","idcrude","composition","unit"
"F03220","J03220","S00300","",""
"F03220","J03220","S00388","",""
"F03220","J03220","S00740","",""
"F03220","J03220","S00741","",""
"F03220","J03220","S00850","",""
"F03220","J03220","S00921","",""
"F03221","J03221","S00318","",""
"F03221","J03221","S00325","",""
"F03221","J03221","S00821","",""
"F03221","J03221","S01128","",""
"F03222","J03222","S00483","",""
"F03222","J03222","S00888","",""
"F03222","J03222","S00899","",""
"F03223","J03223","S00318","",""
"F03223","J03223","S00873","",""
"F03223","J03223","S00888","",""
"F03223","J03223","S01025","",""
"F03223","J03223","S01083","",""
"F03224","J03224","S00397","",""
"F03225","J03225","S00391","",""
"F03225","J03225","S00434","",""
"F03225","J03225","S00677","",""
"F03225","J03225","S00806","",""
"F03225","J03225","S00831","",""
"F03225","J03225","S00848","",""
"F03225","J03225","S00865","",""
"F03226","J03226","S00042","",""
"F03227","J03227","S00246","",""
"F03227","J03227","S00537","",""
"F03228","J03228","S00228","",""
"F03228","J03228","S00381","",""
"F03228","J03228","S00834","",""
"F03228","J03228","S01130","",""
"F03229","J03229","S00012","",""
"F03229","J03229","S00344","",""
"F03229","J03229","S00357","",""
"F03229","J03229","S00562","",""
"F03229","J03229","S01128","",""
"F03230","J03230","S00066","",""
"F03230","J03230","S00325","",""
"F03230","J03230","S00357","",""
"F03230","J03230","S01062","",""
"F03230","J03230","S01131","",""
"F03231","J03231","S00616","",""
"F03231","J03231","S00821","",""
"F03231","J03231","S00834","",""
"F03231","J03231","S00841","",""
"F03232","J03232","S00012","",""
"F03232","J03232","S00325","",""
"F03232","J03232","S00344","",""
"F03232","J03232","S00357","",""
"F03232","J03232","S01128","",""
"F03233","J03233","S00051","",""
"F03233","J03233","S00429","",""
"F03233","J03233","S00560","",""
"F03233","J03233","S00749","",""
"F03233","J03233","S01131","",""
"F03234","J03234","S00008","",""
"F03234","J03234","S00325","",""
"F03234","J03234","S00516","",""
"F03234","J03234","S01128","",""
"F03235","J03235","S00125","",""
"F03235","J03235","S00325","",""
"F03235","J03235","S00734","",""
"F03235","J03235","S00788","",""
"F03235","J03235","S01131","",""
"F03236","J03236","S00051","",""
"F03236","J03236","S00058","",""
"F03236","J03236","S00318","",""
"F03236","J03236","S00749","",""
"F03236","J03236","S00808","",""
"F03237","J03237","S00183","",""
"F03237","J03237","S00429","",""
"F03237","J03237","S00705","",""
"F03237","J03237","S00818","",""
"F03237","J03237","S01131","",""
"F03238","J03238","S00131","",""
"F03238","J03238","S00134","",""
"F03238","J03238","S00179","",""
"F03238","J03238","S00364","",""
"F03238","J03238","S00384","",""
"F03239","J03239","S00462","",""
"F03239","J03239","S00740","",""
"F03240","J03240","S00124","",""
"F03240","J03240","S00384","",""
"F03240","J03240","S00952","",""
"F03240","J03240","S01078","",""
"F03240","J03240","S01119","",""
"F03241","J03241","S00950","",""
"F03242","J03242","S00278","",""
"F03242","J03242","S00397","",""
"F03242","J03242","S00430","",""
"F03243","J03243","S00834","",""
"F03243","J03243","S00931","",""
"F03244","J03244","S00066","",""
"F03244","J03244","S00325","",""
"F03244","J03244","S00818","",""
"F03245","J03245","S00722","",""
"F03245","J03245","S00953","",""
"F03245","J03245","S00980","",""
"F03246","J03246","S00047","",""
"F03246","J03246","S00066","",""
"F03246","J03246","S00210","",""
"F03246","J03246","S01025","",""
"F03247","J03247","S00483","",""
"F03247","J03247","S00687","",""
"F03247","J03247","S00980","",""
"F03248","J03248","S00063","",""
"F03248","J03248","S00318","",""
"F03249","J03249","S00216","",""
"F03249","J03249","S00318","",""
"F03249","J03249","S00476","",""
"F03250","J03250","S00483","",""
"F03250","J03250","S00560","",""
"F03251","J03251","S00080","",""
"F03251","J03251","S00280","",""
"F03251","J03251","S00588","",""
"F03251","J03251","S00736","",""
"F03252","J03252","S00198","",""
"F03252","J03252","S00278","",""
"F03252","J03252","S00430","",""
"F03252","J03252","S00659","",""
"F03253","J03253","S00397","",""
"F03254","J03254","S00278","",""
"F03254","J03254","S00397","",""
"F03254","J03254","S00430","",""
"F03255","J03255","S00573","",""
"F03255","J03255","S00697","",""
"F03255","J03255","S00821","",""
"F03255","J03255","S01124","",""
"F03255","J03255","S01128","",""
"F03256","J03256","S00193","",""
"F03256","J03256","S00740","",""
"F03256","J03256","S00925","",""
"F03256","J03256","S00983","",""
"F03256","J03256","S01044","",""
"F03257","J03257","S00246","",""
"F03257","J03257","S00304","",""
"F03257","J03257","S00470","",""
"F03257","J03257","S00483","",""
"F03257","J03257","S00899","",""
"F03258","J03258","S00066","",""
"F03258","J03258","S00679","",""
"F03258","J03258","S00897","",""
"F03258","J03258","S01022","",""
"F03258","J03258","S01062","",""
"F03259","J03259","S00246","",""
"F03259","J03259","S00304","",""
"F03259","J03259","S00470","",""
"F03259","J03259","S00483","",""
"F03259","J03259","S00899","",""
"F03260","J03260","S00080","",""
"F03260","J03260","S00122","",""
"F03260","J03260","S00298","",""
"F03260","J03260","S00736","",""
"F03260","J03260","S00740","",""
"F03260","J03260","S00782","",""
"F03260","J03260","S01025","",""
"F03261","J03261","S00304","",""
"F03261","J03261","S00483","",""
"F03261","J03261","S00889","",""
"F03261","J03261","S00899","",""
"F03262","J03262","S00193","",""
"F03262","J03262","S00476","",""
"F03262","J03262","S00740","",""
"F03262","J03262","S00925","",""
"F03262","J03262","S00983","",""
"F03262","J03262","S01044","",""
"F03263","J03263","S00298","",""
"F03263","J03263","S00325","",""
"F03263","J03263","S00470","",""
"F03263","J03263","S00678","",""
"F03263","J03263","S00740","",""
"F03264","J03264","S00740","",""
"F03265","J03265","S00278","",""
"F03266","J03266","S00051","",""
"F03266","J03266","S00082","",""
"F03266","J03266","S00101","",""
"F03266","J03266","S00705","",""
"F03266","J03266","S01128","",""
"F03267","J03267","S00080","",""
"F03267","J03267","S00298","",""
"F03267","J03267","S00678","",""
"F03267","J03267","S00740","",""
"F03268","J03268","S00187","",""
"F03268","J03268","S00298","",""
"F03268","J03268","S00326","",""
"F03268","J03268","S00872","",""
"F03268","J03268","S00988","",""
"F03269","J03269","S00187","",""
"F03269","J03269","S00298","",""
"F03269","J03269","S00326","",""
"F03269","J03269","S00872","",""
"F03269","J03269","S00988","",""
"F03270","J03270","S00429","",""
"F03270","J03270","S00528","",""
"F03270","J03270","S00678","",""
"F03270","J03270","S00909","",""
"F03271","J03271","S00080","",""
"F03271","J03271","S00299","",""
"F03271","J03271","S00678","",""
"F03271","J03271","S00740","",""
"F03272","J03272","S00051","",""
"F03272","J03272","S00082","",""
"F03272","J03272","S00573","",""
"F03272","J03272","S00839","",""
"F03272","J03272","S01128","",""
"F03273","J03273","S00065","",""
"F03273","J03273","S00195","",""
"F03273","J03273","S00325","",""
"F03273","J03273","S00740","",""
"F03274","J03274","S00246","",""
"F03274","J03274","S00304","",""
"F03274","J03274","S00483","",""
"F03274","J03274","S00899","",""
"F03274","J03274","S01120","",""
"F03275","J03275","S00298","",""
"F03275","J03275","S00325","",""
"F03275","J03275","S00357","",""
"F03275","J03275","S00470","",""
"F03275","J03275","S00678","",""
"F03275","J03275","S01120","",""
"F03276","J03276","S00298","",""
"F03276","J03276","S00357","",""
"F03276","J03276","S00471","",""
"F03276","J03276","S00745","",""
"F03276","J03276","S01128","",""
"F03277","J03277","S00147","",""
"F03277","J03277","S00340","",""
"F03277","J03277","S00724","",""
"F03277","J03277","S00788","",""
"F03277","J03277","S00896","",""
"F03278","J03278","S00419","",""
"F03278","J03278","S00528","",""
"F03278","J03278","S00740","",""
"F03278","J03278","S01124","",""
"F03279","J03279","S00122","",""
"F03279","J03279","S00260","",""
"F03279","J03279","S00304","",""
"F03279","J03279","S00356","",""
"F03279","J03279","S00470","",""
"F03279","J03279","S00740","",""
"F03280","J03280","S00296","",""
"F03280","J03280","S00325","",""
"F03280","J03280","S00818","",""
"F03280","J03280","S00909","",""
"F03281","J03281","S00090","",""
"F03281","J03281","S00697","",""
"F03281","J03281","S00846","",""
"F03281","J03281","S00888","",""
"F03282","J03282","S00216","",""
"F03282","J03282","S00357","",""
"F03282","J03282","S00740","",""
"F03282","J03282","S00867","",""
"F03282","J03282","S01007","",""
"F03283","J03283","S00051","",""
"F03283","J03283","S00082","",""
"F03283","J03283","S00101","",""
"F03283","J03283","S00573","",""
"F03283","J03283","S00705","",""
"F03283","J03283","S00839","",""
"F03284","J03284","S00278","",""
"F03285","J03285","S00157","",""
"F03285","J03285","S00325","",""
"F03286","J03286","S00036","",""
"F03286","J03286","S00325","",""
"F03286","J03286","S00573","",""
"F03286","J03286","S00703","",""
"F03286","J03286","S00788","",""
"F03286","J03286","S00825","",""
"F03286","J03286","S00987","",""
"F03286","J03286","S01025","",""
"F03286","J03286","S01128","",""
"F03287","J03287","S00036","",""
"F03287","J03287","S00046","",""
"F03287","J03287","S00086","",""
"F03287","J03287","S00216","",""
"F03287","J03287","S00318","",""
"F03287","J03287","S00325","",""
"F03287","J03287","S00344","",""
"F03287","J03287","S00697","",""
"F03287","J03287","S00724","",""
"F03287","J03287","S00788","",""
"F03287","J03287","S01093","",""
"F03287","J03287","S01128","",""
"F03288","J03288","S00718","",""
"F03289","J03289","S00195","",""
"F03289","J03289","S00228","",""
"F03289","J03289","S00333","",""
"F03289","J03289","S00697","",""
"F03289","J03289","S00744","",""
"F03289","J03289","S01128","",""
"F03290","J03290","S00051","",""
"F03290","J03290","S00058","",""
"F03290","J03290","S00325","",""
"F03290","J03290","S00333","",""
"F03290","J03290","S00470","",""
"F03290","J03290","S00659","",""
"F03290","J03290","S00756","",""
"F03290","J03290","S00812","",""
"F03290","J03290","S00818","",""
"F03290","J03290","S01005","",""
"F03290","J03290","S01128","",""
"F03291","J03291","S00051","",""
"F03291","J03291","S00058","",""
"F03291","J03291","S00325","",""
"F03291","J03291","S00333","",""
"F03291","J03291","S00470","",""
"F03291","J03291","S00756","",""
"F03291","J03291","S00812","",""
"F03291","J03291","S00818","",""
"F03291","J03291","S01128","",""
"F03292","J03292","S00051","",""
"F03292","J03292","S00058","",""
"F03292","J03292","S00325","",""
"F03292","J03292","S00756","",""
"F03292","J03292","S00788","",""
"F03292","J03292","S00818","",""
"F03292","J03292","S01128","",""
"F03293","J03293","S00036","",""
"F03293","J03293","S00325","",""
"F03293","J03293","S00573","",""
"F03293","J03293","S00703","",""
"F03293","J03293","S00788","",""
"F03293","J03293","S00825","",""
"F03293","J03293","S00987","",""
"F03293","J03293","S01025","",""
"F03293","J03293","S01128","",""
"F03294","J03294","S00051","",""
"F03294","J03294","S00058","",""
"F03294","J03294","S00196","",""
"F03294","J03294","S00216","",""
"F03294","J03294","S00325","",""
"F03294","J03294","S00396","",""
"F03294","J03294","S00429","",""
"F03294","J03294","S00470","",""
"F03294","J03294","S00756","",""
"F03294","J03294","S00812","",""
"F03294","J03294","S00825","",""
"F03294","J03294","S00995","",""
"F03294","J03294","S01128","",""
"F03295","J03295","S00195","",""
"F03295","J03295","S00228","",""
"F03295","J03295","S00333","",""
"F03295","J03295","S00562","",""
"F03295","J03295","S00697","",""
"F03295","J03295","S00727","",""
"F03295","J03295","S00744","",""
"F03295","J03295","S01128","",""
"F03296","J03296","S00325","",""
"F03296","J03296","S00562","",""
"F03296","J03296","S00697","",""
"F03296","J03296","S01124","",""
"F03297","J03297","S00296","",""
"F03297","J03297","S00396","",""
"F03297","J03297","S00705","",""
"F03297","J03297","S00968","",""
"F03297","J03297","S01124","",""
"F03298","J03298","S00318","",""
"F03298","J03298","S00483","",""
"F03298","J03298","S00749","",""
"F03298","J03298","S00818","",""
"F03298","J03298","S01124","",""
"F03299","J03299","S00196","",""
"F03299","J03299","S00228","",""
"F03299","J03299","S00317","",""
"F03299","J03299","S00318","",""
"F03299","J03299","S00325","",""
"F03299","J03299","S00333","",""
"F03299","J03299","S00562","",""
"F03299","J03299","S00697","",""
"F03299","J03299","S00744","",""
"F03299","J03299","S01106","",""
"F03299","J03299","S01124","",""
"F03299","J03299","S01128","",""
"F03299","J03299","S01130","",""
"F03300","J03300","S00228","",""
"F03300","J03300","S00325","",""
"F03300","J03300","S00398","",""
"F03300","J03300","S00697","",""
"F03300","J03300","S01124","",""
"F03301","J03301","S00325","",""
"F03301","J03301","S00724","",""
"F03301","J03301","S01124","",""
"F03301","J03301","S01128","",""
"F03302","J03302","S00051","",""
"F03302","J03302","S00396","",""
"F03302","J03302","S00429","",""
"F03302","J03302","S00573","",""
"F03302","J03302","S00724","",""
"F03302","J03302","S00756","",""
"F03302","J03302","S00821","",""
"F03302","J03302","S00973","",""
"F03302","J03302","S01124","",""
"F03302","J03302","S01128","",""
"F03303","J03303","S00419","",""
"F03303","J03303","S00476","",""
"F03303","J03303","S00818","",""
"F03303","J03303","S00821","",""
"F03303","J03303","S01128","",""
"F03304","J03304","S00196","",""
"F03304","J03304","S00419","",""
"F03304","J03304","S00818","",""
"F03304","J03304","S00821","",""
"F03304","J03304","S01128","",""
"F03305","J03305","S00195","",""
"F03305","J03305","S00419","",""
"F03305","J03305","S00818","",""
"F03305","J03305","S00821","",""
"F03305","J03305","S01128","",""
"F03306","J03306","S00046","",""
"F03306","J03306","S00051","",""
"F03306","J03306","S00199","",""
"F03306","J03306","S00318","",""
"F03306","J03306","S00325","",""
"F03306","J03306","S00429","",""
"F03306","J03306","S00573","",""
"F03306","J03306","S00724","",""
"F03306","J03306","S00756","",""
"F03306","J03306","S00788","",""
"F03306","J03306","S00809","",""
"F03306","J03306","S00812","",""
"F03306","J03306","S00821","",""
"F03306","J03306","S00973","",""
"F03306","J03306","S01110","",""
"F03306","J03306","S01124","",""
"F03306","J03306","S01128","",""
"F03307","J03307","S00051","",""
"F03307","J03307","S00192","",""
"F03307","J03307","S00318","",""
"F03307","J03307","S00325","",""
"F03307","J03307","S00424","",""
"F03307","J03307","S00429","",""
"F03307","J03307","S00485","",""
"F03307","J03307","S00546","",""
"F03307","J03307","S00564","",""
"F03307","J03307","S00749","",""
"F03307","J03307","S00756","",""
"F03307","J03307","S01124","",""
"F03308","J03308","S00196","",""
"F03308","J03308","S00419","",""
"F03308","J03308","S00740","",""
"F03308","J03308","S00818","",""
"F03308","J03308","S00821","",""
"F03308","J03308","S01128","",""
"F03309","J03309","S00051","",""
"F03309","J03309","S00058","",""
"F03309","J03309","S00325","",""
"F03309","J03309","S00756","",""
"F03309","J03309","S00788","",""
"F03309","J03309","S00818","",""
"F03309","J03309","S01128","",""
"F03310","J03310","S00679","",""
"F03311","J03311","S00325","",""
"F03311","J03311","S00396","",""
"F03311","J03311","S00788","",""
"F03311","J03311","S00821","",""
"F03311","J03311","S01128","",""
"F03312","J03312","S00051","",""
"F03312","J03312","S00058","",""
"F03312","J03312","S00196","",""
"F03312","J03312","S00216","",""
"F03312","J03312","S00325","",""
"F03312","J03312","S00396","",""
"F03312","J03312","S00429","",""
"F03312","J03312","S00470","",""
"F03312","J03312","S00756","",""
"F03312","J03312","S00812","",""
"F03312","J03312","S00825","",""
"F03312","J03312","S00995","",""
"F03312","J03312","S01128","",""
"F03313","J03313","S00036","",""
"F03313","J03313","S00325","",""
"F03313","J03313","S00788","",""
"F03313","J03313","S00825","",""
"F03313","J03313","S00987","",""
"F03314","J03314","S00051","",""
"F03314","J03314","S00151","",""
"F03314","J03314","S00173","",""
"F03314","J03314","S00228","",""
"F03314","J03314","S00318","",""
"F03314","J03314","S00325","",""
"F03314","J03314","S00573","",""
"F03314","J03314","S00634","",""
"F03314","J03314","S00927","",""
"F03314","J03314","S01088","",""
"F03315","J03315","S00051","",""
"F03315","J03315","S00151","",""
"F03315","J03315","S00228","",""
"F03315","J03315","S00281","",""
"F03315","J03315","S00318","",""
"F03315","J03315","S00325","",""
"F03315","J03315","S00573","",""
"F03315","J03315","S00634","",""
"F03315","J03315","S00927","",""
"F03315","J03315","S01088","",""
"F03316","J03316","S00051","",""
"F03316","J03316","S00151","",""
"F03316","J03316","S00228","",""
"F03316","J03316","S00318","",""
"F03316","J03316","S00325","",""
"F03316","J03316","S00573","",""
"F03316","J03316","S00634","",""
"F03316","J03316","S00844","",""
"F03316","J03316","S00927","",""
"F03316","J03316","S01088","",""
"F03317","J03317","S00051","",""
"F03317","J03317","S00151","",""
"F03317","J03317","S00228","",""
"F03317","J03317","S00318","",""
"F03317","J03317","S00325","",""
"F03317","J03317","S00550","",""
"F03317","J03317","S00573","",""
"F03317","J03317","S00634","",""
"F03317","J03317","S00927","",""
"F03317","J03317","S01088","",""
"F03318","J03318","S00051","",""
"F03318","J03318","S00069","",""
"F03318","J03318","S00151","",""
"F03318","J03318","S00228","",""
"F03318","J03318","S00318","",""
"F03318","J03318","S00325","",""
"F03318","J03318","S00573","",""
"F03318","J03318","S00634","",""
"F03318","J03318","S00927","",""
"F03318","J03318","S01088","",""
"F03319","J03319","S00051","",""
"F03319","J03319","S00151","",""
"F03319","J03319","S00228","",""
"F03319","J03319","S00318","",""
"F03319","J03319","S00325","",""
"F03319","J03319","S00573","",""
"F03319","J03319","S00634","",""
"F03319","J03319","S00927","",""
"F03319","J03319","S01088","",""
"F03320","J03320","S00051","",""
"F03320","J03320","S00151","",""
"F03320","J03320","S00228","",""
"F03320","J03320","S00318","",""
"F03320","J03320","S00325","",""
"F03320","J03320","S00573","",""
"F03320","J03320","S00634","",""
"F03320","J03320","S00844","",""
"F03320","J03320","S00927","",""
"F03320","J03320","S01088","",""
"F03321","J03321","S00195","",""
"F03321","J03321","S00228","",""
"F03321","J03321","S00333","",""
"F03321","J03321","S00562","",""
"F03321","J03321","S00697","",""
"F03321","J03321","S00733","",""
"F03321","J03321","S00744","",""
"F03321","J03321","S00779","",""
"F03321","J03321","S00987","",""
"F03321","J03321","S01005","",""
"F03321","J03321","S01128","",""
"F03322","J03322","S00266","",""
"F03322","J03322","S00278","",""
"F03322","J03322","S00397","",""
"F03323","J03323","S00069","",""
"F03323","J03323","S00266","",""
"F03323","J03323","S00278","",""
"F03323","J03323","S00397","",""
"F03324","J03324","S00088","",""
"F03324","J03324","S00703","",""
"F03324","J03324","S01025","",""
"F03325","J03325","S00195","",""
"F03325","J03325","S00228","",""
"F03325","J03325","S00333","",""
"F03325","J03325","S00679","",""
"F03325","J03325","S00697","",""
"F03325","J03325","S00744","",""
"F03325","J03325","S01128","",""
"F03326","J03326","S00281","",""
"F03326","J03326","S00679","",""
"F03327","J03327","S00051","",""
"F03327","J03327","S00325","",""
"F03327","J03327","S01017","",""
"F03327","J03327","S01110","",""
"F03328","J03328","S00743","",""
"F03328","J03328","S01128","",""
"F03329","J03329","S00743","",""
"F03329","J03329","S01128","",""
"F03330","J03330","S00051","",""
"F03330","J03330","S00192","",""
"F03330","J03330","S00228","",""
"F03330","J03330","S00325","",""
"F03330","J03330","S00396","",""
"F03330","J03330","S00429","",""
"F03330","J03330","S00573","",""
"F03330","J03330","S00724","",""
"F03330","J03330","S00756","",""
"F03330","J03330","S00788","",""
"F03330","J03330","S00809","",""
"F03330","J03330","S00821","",""
"F03330","J03330","S00973","",""
"F03330","J03330","S01124","",""
"F03330","J03330","S01128","",""
"F03331","J03331","S00051","",""
"F03331","J03331","S00192","",""
"F03331","J03331","S00196","",""
"F03331","J03331","S00216","",""
"F03331","J03331","S00325","",""
"F03331","J03331","S00396","",""
"F03331","J03331","S00429","",""
"F03331","J03331","S00697","",""
"F03331","J03331","S00756","",""
"F03331","J03331","S00788","",""
"F03331","J03331","S01093","",""
"F03331","J03331","S01128","",""
"F03332","J03332","S00012","",""
"F03332","J03332","S01130","",""
"F03333","J03333","S00216","",""
"F03333","J03333","S00283","",""
"F03333","J03333","S00821","",""
"F03333","J03333","S01124","",""
"F03333","J03333","S01128","",""
"F03334","J03334","S00216","",""
"F03334","J03334","S00283","",""
"F03334","J03334","S00821","",""
"F03334","J03334","S01124","",""
"F03334","J03334","S01128","",""
"F03335","J03335","S00046","",""
"F03335","J03335","S00051","",""
"F03335","J03335","S00151","",""
"F03335","J03335","S00296","",""
"F03335","J03335","S00318","",""
"F03335","J03335","S00429","",""
"F03335","J03335","S00548","",""
"F03335","J03335","S00705","",""
"F03335","J03335","S00756","",""
"F03335","J03335","S00812","",""
"F03335","J03335","S01110","",""
"F03335","J03335","S01128","",""
"F03336","J03336","S00051","",""
"F03336","J03336","S00151","",""
"F03336","J03336","S00192","",""
"F03336","J03336","S00216","",""
"F03336","J03336","S00228","",""
"F03336","J03336","S00325","",""
"F03336","J03336","S00396","",""
"F03336","J03336","S00429","",""
"F03336","J03336","S00705","",""
"F03336","J03336","S00724","",""
"F03336","J03336","S00756","",""
"F03336","J03336","S00788","",""
"F03336","J03336","S00899","",""
"F03336","J03336","S00995","",""
"F03336","J03336","S01128","",""
"F03337","J03337","S00051","",""
"F03337","J03337","S00151","",""
"F03337","J03337","S00216","",""
"F03337","J03337","S00325","",""
"F03337","J03337","S00429","",""
"F03337","J03337","S00470","",""
"F03337","J03337","S00536","",""
"F03337","J03337","S00724","",""
"F03337","J03337","S00756","",""
"F03337","J03337","S00788","",""
"F03337","J03337","S00899","",""
"F03337","J03337","S00995","",""
"F03337","J03337","S01017","",""
"F03337","J03337","S01110","",""
"F03338","J03338","S00151","",""
"F03338","J03338","S00470","",""
"F03338","J03338","S00788","",""
"F03338","J03338","S01017","",""
"F03338","J03338","S01110","",""
"F03339","J03339","S00536","",""
"F03339","J03339","S00562","",""
"F03339","J03339","S00724","",""
"F03339","J03339","S00825","",""
"F03339","J03339","S00980","",""
"F03340","J03340","S00051","",""
"F03340","J03340","S00192","",""
"F03340","J03340","S00196","",""
"F03340","J03340","S00216","",""
"F03340","J03340","S00228","",""
"F03340","J03340","S00283","",""
"F03340","J03340","S00325","",""
"F03340","J03340","S00396","",""
"F03340","J03340","S00419","",""
"F03340","J03340","S00429","",""
"F03340","J03340","S00573","",""
"F03340","J03340","S00724","",""
"F03340","J03340","S00788","",""
"F03340","J03340","S00809","",""
"F03340","J03340","S00821","",""
"F03340","J03340","S01124","",""
"F03340","J03340","S01128","",""
"F03341","J03341","S00051","",""
"F03341","J03341","S00192","",""
"F03341","J03341","S00196","",""
"F03341","J03341","S00228","",""
"F03341","J03341","S00318","",""
"F03341","J03341","S00325","",""
"F03341","J03341","S00429","",""
"F03341","J03341","S00483","",""
"F03341","J03341","S00564","",""
"F03341","J03341","S00749","",""
"F03341","J03341","S00756","",""
"F03341","J03341","S00809","",""
"F03341","J03341","S00821","",""
"F03341","J03341","S00995","",""
"F03341","J03341","S01110","",""
"F03341","J03341","S01128","",""
"F03342","J03342","S00051","",""
"F03342","J03342","S00058","",""
"F03342","J03342","S00192","",""
"F03342","J03342","S00196","",""
"F03342","J03342","S00228","",""
"F03342","J03342","S00325","",""
"F03342","J03342","S00396","",""
"F03342","J03342","S00429","",""
"F03342","J03342","S00724","",""
"F03342","J03342","S00756","",""
"F03342","J03342","S00788","",""
"F03342","J03342","S00809","",""
"F03342","J03342","S01088","",""
"F03342","J03342","S01093","",""
"F03342","J03342","S01128","",""
"F03343","J03343","S00318","",""
"F03343","J03343","S01035","",""
"F03344","J03344","S00743","",""
"F03344","J03344","S01128","",""
"F03345","J03345","S00216","",""
"F03345","J03345","S00318","",""
"F03345","J03345","S00808","",""
"F03346","J03346","S00195","",""
"F03346","J03346","S00228","",""
"F03346","J03346","S00318","",""
"F03346","J03346","S00325","",""
"F03346","J03346","S00333","",""
"F03346","J03346","S00562","",""
"F03346","J03346","S00697","",""
"F03346","J03346","S00744","",""
"F03346","J03346","S01128","",""
"F03347","J03347","S00325","",""
"F03347","J03347","S00396","",""
"F03347","J03347","S00724","",""
"F03347","J03347","S01093","",""
"F03347","J03347","S01128","",""
"F03348","J03348","S00051","",""
"F03348","J03348","S00192","",""
"F03348","J03348","S00216","",""
"F03348","J03348","S00325","",""
"F03348","J03348","S00429","",""
"F03348","J03348","S00573","",""
"F03348","J03348","S00756","",""
"F03348","J03348","S00788","",""
"F03348","J03348","S00899","",""
"F03348","J03348","S01110","",""
"F03348","J03348","S01124","",""
"F03349","J03349","S00536","",""
"F03350","J03350","S00216","",""
"F03350","J03350","S00318","",""
"F03350","J03350","S00573","",""
"F03350","J03350","S00808","",""
"F03351","J03351","S00063","",""
"F03351","J03351","S00318","",""
"F03351","J03351","S00325","",""
"F03351","J03351","S00344","",""
"F03351","J03351","S00825","",""
"F03351","J03351","S00845","",""
"F03352","J03352","S00228","",""
"F03353","J03353","S00296","",""
"F03353","J03353","S00436","",""
"F03353","J03353","S00483","",""
"F03353","J03353","S00749","",""
"F03353","J03353","S00808","",""
"F03353","J03353","S01083","",""
"F03353","J03353","S01088","",""
"F03354","J03354","S00036","",""
"F03355","J03355","S00325","",""
"F03355","J03355","S00940","",""
"F03355","J03355","S00966","",""
"F03356","J03356","S00042","",""
"F03356","J03356","S00216","",""
"F03356","J03356","S00640","",""
"F03357","J03357","S00042","",""
"F03357","J03357","S00216","",""
"F03357","J03357","S00640","",""
"F03358","J03358","S00130","",""
"F03358","J03358","S00151","",""
"F03358","J03358","S00192","",""
"F03358","J03358","S00325","",""
"F03358","J03358","S00642","",""
"F03359","J03359","S00318","",""
"F03359","J03359","S00348","",""
"F03359","J03359","S00390","",""
"F03359","J03359","S00734","",""
"F03359","J03359","S01091","",""
"F03360","J03360","S00296","",""
"F03360","J03360","S00325","",""
"F03360","J03360","S00436","",""
"F03360","J03360","S00749","",""
"F03360","J03360","S01083","",""
"F03360","J03360","S01088","",""
"F03361","J03361","S00318","",""
"F03361","J03361","S00756","",""
"F03361","J03361","S00873","",""
"F03361","J03361","S00888","",""
"F03361","J03361","S01128","",""
"F03362","J03362","S00953","",""
"F03363","J03363","S00066","",""
"F03363","J03363","S00318","",""
"F03363","J03363","S00325","",""
"F03364","J03364","S00130","",""
"F03364","J03364","S00151","",""
"F03364","J03364","S00192","",""
"F03364","J03364","S00318","",""
"F03364","J03364","S00642","",""
"F03365","J03365","S00042","",""
"F03365","J03365","S00573","",""
"F03365","J03365","S00652","",""
"F03365","J03365","S00808","",""
"F03365","J03365","S00858","",""
"F03366","J03366","S00066","",""
"F03366","J03366","S00168","",""
"F03366","J03366","S00216","",""
"F03366","J03366","S00318","",""
"F03366","J03366","S00377","",""
"F03366","J03366","S01130","",""
"F03367","J03367","S00042","",""
"F03367","J03367","S00325","",""
"F03367","J03367","S00377","",""
"F03367","J03367","S00640","",""
"F03367","J03367","S00652","",""
"F03367","J03367","S00808","",""
"F03368","J03368","S00888","",""
"F03369","J03369","S00216","",""
"F03369","J03369","S00318","",""
"F03369","J03369","S00377","",""
"F03369","J03369","S00808","",""
"F03369","J03369","S00892","",""
"F03370","J03370","S00168","",""
"F03370","J03370","S00320","",""
"F03370","J03370","S00325","",""
"F03370","J03370","S00483","",""
"F03370","J03370","S00748","",""
"F03370","J03370","S00892","",""
"F03370","J03370","S01083","",""
"F03371","J03371","S00436","",""
"F03371","J03371","S00483","",""
"F03371","J03371","S00670","",""
"F03371","J03371","S00687","",""
"F03372","J03372","S00228","",""
"F03372","J03372","S00296","",""
"F03372","J03372","S00325","",""
"F03372","J03372","S00429","",""
"F03372","J03372","S00705","",""
"F03372","J03372","S00788","",""
"F03372","J03372","S00796","",""
"F03372","J03372","S00809","",""
"F03373","J03373","S00147","",""
"F03373","J03373","S00390","",""
"F03373","J03373","S00697","",""
"F03373","J03373","S00818","",""
"F03373","J03373","S01128","",""
"F03374","J03374","S00318","",""
"F03374","J03374","S00325","",""
"F03374","J03374","S00343","",""
"F03374","J03374","S00705","",""
"F03374","J03374","S01128","",""
"F03375","J03375","S00130","",""
"F03375","J03375","S00318","",""
"F03375","J03375","S00377","",""
"F03375","J03375","S00436","",""
"F03375","J03375","S00788","",""
"F03376","J03376","S00325","",""
"F03376","J03376","S00419","",""
"F03376","J03376","S00705","",""
"F03376","J03376","S00740","",""
